"","location","continent","date","people_fully_vaccinated","people_fully_vaccinated_per_hundred","new_cases","new_deaths","new_deaths_per_million"
"3207","Belgium","Europe",2021-05-24,1799856,15.47,941,11,0.946
"3208","Belgium","Europe",2021-05-25,1847484,15.88,855,20,1.719
"3209","Belgium","Europe",2021-05-26,1939832,16.68,1975,16,1.375
"3210","Belgium","Europe",2021-05-27,2043389,17.57,2891,13,1.118
"3211","Belgium","Europe",2021-05-28,2121153,18.23,2360,8,0.688
"3212","Belgium","Europe",2021-05-29,2171840,18.67,1860,11,0.946
"3213","Belgium","Europe",2021-05-30,2179200,18.73,1437,19,1.633
"3214","Belgium","Europe",2021-05-31,2237354,19.23,801,15,1.29
"3215","Belgium","Europe",2021-06-01,2285752,19.65,1498,13,1.118
"3216","Belgium","Europe",2021-06-02,2376697,20.43,1859,14,1.204
"3217","Belgium","Europe",2021-06-03,2474631,21.27,1599,13,1.118
"3218","Belgium","Europe",2021-06-04,2549055,21.91,1449,19,1.633
"3219","Belgium","Europe",2021-06-05,2601116,22.36,1468,5,0.43
"3220","Belgium","Europe",2021-06-06,2607180,22.41,928,14,1.204
"3221","Belgium","Europe",2021-06-07,2685183,23.08,469,8,0.688
"3222","Belgium","Europe",2021-06-08,2766696,23.78,904,10,0.86
"3223","Belgium","Europe",2021-06-09,2877063,24.73,1183,10,0.86
"3224","Belgium","Europe",2021-06-10,2995843,25.75,846,7,0.602
"3225","Belgium","Europe",2021-06-11,3106641,26.71,784,7,0.602
"3226","Belgium","Europe",2021-06-12,3178463,27.32,777,6,0.516
"3227","Belgium","Europe",2021-06-13,3187262,27.4,573,7,0.602
"3228","Belgium","Europe",2021-06-14,3276657,28.17,241,5,0.43
"3229","Belgium","Europe",2021-06-15,3360603,28.89,508,6,0.516
"3230","Belgium","Europe",2021-06-16,3440063,29.57,671,11,0.946
"3231","Belgium","Europe",2021-06-17,3496914,30.06,493,7,0.602
"3232","Belgium","Europe",2021-06-18,3557326,30.58,0,0,0
"3233","Belgium","Europe",2021-06-19,3589607,30.86,833,15,1.29
"3234","Belgium","Europe",2021-06-20,3591625,30.88,331,4,0.344
"3235","Belgium","Europe",2021-06-21,3630691,31.21,225,5,0.43
"3236","Belgium","Europe",2021-06-22,3687168,31.7,395,3,0.258
"3237","Belgium","Europe",2021-06-23,3751993,32.25,1026,5,0.43
"3238","Belgium","Europe",2021-06-24,3813598,32.78,847,3,0.258
"3239","Belgium","Europe",2021-06-25,3866156,33.24,568,8,0.688
"3240","Belgium","Europe",2021-06-26,3916607,33.67,0,0,0
"3241","Belgium","Europe",2021-06-27,3923743,33.73,0,0,0
"3242","Belgium","Europe",2021-06-28,3979705,34.21,1002,8,0.688
"3243","Belgium","Europe",2021-06-29,4049447,34.81,1072,2,0.172
"3244","Belgium","Europe",2021-06-30,4096705,35.22,581,3,0.258
"3245","Belgium","Europe",2021-07-01,4146258,35.64,754,7,0.602
"3246","Belgium","Europe",2021-07-02,4188267,36.01,623,5,0.43
"3247","Belgium","Europe",2021-07-03,4240926,36.46,0,0,0
"3248","Belgium","Europe",2021-07-04,4247984,36.52,0,0,0
"3249","Belgium","Europe",2021-07-05,4347623,37.38,1855,5,0.43
"3250","Belgium","Europe",2021-07-06,4443335,38.2,742,4,0.344
"3251","Belgium","Europe",2021-07-07,4567800,39.27,1990,2,0.172
"3252","Belgium","Europe",2021-07-08,4700179,40.41,1382,0,0
"3253","Belgium","Europe",2021-07-09,4814937,41.39,1223,2,0.172
"3254","Belgium","Europe",2021-07-10,4926546,42.35,0,0,0
"3255","Belgium","Europe",2021-07-11,4953788,42.59,0,0,0
"3256","Belgium","Europe",2021-07-12,5077505,43.65,3329,7,0.602
"3257","Belgium","Europe",2021-07-13,5172102,44.46,1303,2,0.172
"3258","Belgium","Europe",2021-07-14,5288316,45.46,2284,0,0
"3259","Belgium","Europe",2021-07-15,5395923,46.39,1453,1,0.086
"3260","Belgium","Europe",2021-07-16,5507286,47.34,1344,1,0.086
"3261","Belgium","Europe",2021-07-17,5592573,48.08,0,0,0
"3262","Belgium","Europe",2021-07-18,5604747,48.18,0,0,0
"3263","Belgium","Europe",2021-07-19,5715366,49.13,3795,4,0.344
"3264","Belgium","Europe",2021-07-20,5813593,49.98,1467,0,0
"3265","Belgium","Europe",2021-07-21,5902041,50.74,0,0,0
"3266","Belgium","Europe",2021-07-22,6061580,52.11,3486,4,0.344
"3267","Belgium","Europe",2021-07-23,6203126,53.33,0,0,0
"3268","Belgium","Europe",2021-07-24,6286107,54.04,1304,3,0.258
"3269","Belgium","Europe",2021-07-25,6298957,54.15,0,0,0
"3270","Belgium","Europe",2021-07-26,6398036,55,4232,8,0.688
"3271","Belgium","Europe",2021-07-27,6488964,55.78,1333,2,0.172
"3272","Belgium","Europe",2021-07-28,6620505,56.91,2059,1,0.086
"3273","Belgium","Europe",2021-07-29,6745692,57.99,1862,4,0.344
"3274","Belgium","Europe",2021-07-30,6864166,59.01,1764,6,0.516
"3275","Belgium","Europe",2021-07-31,6935272,59.62,0,0,0
"3276","Belgium","Europe",2021-08-01,6945518,59.71,0,0,0
"3277","Belgium","Europe",2021-08-02,7033668,60.47,4303,6,0.516
"3278","Belgium","Europe",2021-08-03,7106222,61.09,1740,4,0.344
"3279","Belgium","Europe",2021-08-04,7193710,61.84,2176,7,0.602
"3280","Belgium","Europe",2021-08-05,7285630,62.63,1973,6,0.516
"3281","Belgium","Europe",2021-08-06,7373835,63.39,1819,4,0.344
"3282","Belgium","Europe",2021-08-07,7412784,63.73,0,0,0
"3283","Belgium","Europe",2021-08-08,7418212,63.77,0,0,0
"3284","Belgium","Europe",2021-08-09,7471367,64.23,4653,6,0.516
"3285","Belgium","Europe",2021-08-10,7537583,64.8,1748,5,0.43
"3286","Belgium","Europe",2021-08-11,7599902,65.33,2609,3,0.258
"3287","Belgium","Europe",2021-08-12,7660756,65.86,2119,3,0.258
"3288","Belgium","Europe",2021-08-13,7708977,66.27,2014,2,0.172
"3289","Belgium","Europe",2021-08-14,7730575,66.46,0,0,0
"3290","Belgium","Europe",2021-08-15,7732366,66.47,0,0,0
"3291","Belgium","Europe",2021-08-16,7765269,66.76,5010,12,1.032
"3292","Belgium","Europe",2021-08-17,7800826,67.06,1741,0,0
"3293","Belgium","Europe",2021-08-18,7842528,67.42,2746,6,0.516
"3294","Belgium","Europe",2021-08-19,7883067,67.77,2192,7,0.602
"3295","Belgium","Europe",2021-08-20,7917705,68.07,2168,8,0.688
"3296","Belgium","Europe",2021-08-21,7936363,68.23,0,0,0
"3297","Belgium","Europe",2021-08-22,7939283,68.25,0,0,0
"3298","Belgium","Europe",2021-08-23,7972617,68.54,4876,21,1.805
"3299","Belgium","Europe",2021-08-24,8005866,68.82,1611,1,0.086
"3300","Belgium","Europe",2021-08-25,8040748,69.12,2895,6,0.516
"3301","Belgium","Europe",2021-08-26,8080375,69.46,2467,6,0.516
"3302","Belgium","Europe",2021-08-27,8113569,69.75,2334,6,0.516
"3303","Belgium","Europe",2021-08-28,8141644,69.99,0,0,0
"3304","Belgium","Europe",2021-08-29,8143009,70,0,0,0
"3305","Belgium","Europe",2021-08-30,8169701,70.23,4901,14,1.204
"3306","Belgium","Europe",2021-08-31,8199505,70.49,1854,6,0.516
"3307","Belgium","Europe",2021-09-01,8215263,70.62,2842,2,0.172
"3308","Belgium","Europe",2021-09-02,8226981,70.73,2204,10,0.86
"3309","Belgium","Europe",2021-09-03,8245038,70.88,2298,5,0.43
"3310","Belgium","Europe",2021-09-04,8265643,71.06,0,0,0
"3311","Belgium","Europe",2021-09-05,8266079,71.06,0,0,0
"3312","Belgium","Europe",2021-09-06,8270147,71.1,4648,24,2.063
"3313","Belgium","Europe",2021-09-07,8276857,71.15,1847,7,0.602
"3314","Belgium","Europe",2021-09-08,8293822,71.3,2553,14,1.204
"3315","Belgium","Europe",2021-09-09,8301782,71.37,2270,5,0.43
"3316","Belgium","Europe",2021-09-10,8313291,71.47,2190,7,0.602
"3317","Belgium","Europe",2021-09-11,8328006,71.59,0,0,0
"3318","Belgium","Europe",2021-09-12,8328843,71.6,0,0,0
"3319","Belgium","Europe",2021-09-13,8334998,71.65,4865,19,1.633
"3320","Belgium","Europe",2021-09-14,8338371,71.68,1725,4,0.344
"3321","Belgium","Europe",2021-09-15,8349506,71.78,3008,9,0.774
"3322","Belgium","Europe",2021-09-16,8358774,71.86,2359,8,0.688
"3323","Belgium","Europe",2021-09-17,8369242,71.95,2341,3,0.258
"3324","Belgium","Europe",2021-09-18,8383456,72.07,0,0,0
"3325","Belgium","Europe",2021-09-19,8383695,72.07,0,0,0
"3326","Belgium","Europe",2021-09-20,8387333,72.1,5071,20,1.719
"3327","Belgium","Europe",2021-09-21,8394116,72.16,1797,7,0.602
"3328","Belgium","Europe",2021-09-22,8405579,72.26,2554,9,0.774
"3329","Belgium","Europe",2021-09-23,8413047,72.32,2287,10,0.86
"3330","Belgium","Europe",2021-09-24,8421847,72.4,2200,11,0.946
"3331","Belgium","Europe",2021-09-25,8439893,72.56,0,0,0
"3332","Belgium","Europe",2021-09-26,8440784,72.56,0,0,0
"3333","Belgium","Europe",2021-09-27,8444964,72.6,4635,14,1.204
"3334","Belgium","Europe",2021-09-28,8450481,72.65,1874,13,1.118
"3335","Belgium","Europe",2021-09-29,8464972,72.77,2589,14,1.204
"3336","Belgium","Europe",2021-09-30,8472196,72.83,2133,7,0.602
"3337","Belgium","Europe",2021-10-01,8480185,72.9,2243,10,0.86
"3338","Belgium","Europe",2021-10-02,8490446,72.99,0,0,0
"3339","Belgium","Europe",2021-10-03,8490889,72.99,0,0,0
"3340","Belgium","Europe",2021-10-04,8493898,73.02,4660,20,1.719
"3341","Belgium","Europe",2021-10-05,8496530,73.04,1730,8,0.688
"3342","Belgium","Europe",2021-10-06,8502930,73.1,2604,9,0.774
"3343","Belgium","Europe",2021-10-07,8507339,73.14,2497,16,1.375
"3344","Belgium","Europe",2021-10-08,8514759,73.2,2414,10,0.86
"3345","Belgium","Europe",2021-10-09,8524248,73.28,0,0,0
"3346","Belgium","Europe",2021-10-10,8524436,73.28,0,0,0
"3347","Belgium","Europe",2021-10-11,8527617,73.31,5460,20,1.719
"3348","Belgium","Europe",2021-10-12,8531901,73.35,2440,18,1.547
"3349","Belgium","Europe",2021-10-13,8539489,73.41,3667,13,1.118
"3350","Belgium","Europe",2021-10-14,8543669,73.45,3552,6,0.516
"3351","Belgium","Europe",2021-10-15,8551985,73.52,3648,15,1.29
"3352","Belgium","Europe",2021-10-16,8559508,73.58,0,0,0
"3353","Belgium","Europe",2021-10-17,8559659,73.59,0,0,0
"3354","Belgium","Europe",2021-10-18,8562202,73.61,9164,33,2.837
"3355","Belgium","Europe",2021-10-19,8565231,73.63,3854,17,1.461
"3356","Belgium","Europe",2021-10-20,8570392,73.68,6552,19,1.633
"3357","Belgium","Europe",2021-10-21,8574281,73.71,6239,19,1.633
"3358","Belgium","Europe",2021-10-22,8582279,73.78,6682,11,0.946
"3359","Belgium","Europe",2021-10-23,8589307,73.84,0,0,0
"3360","Belgium","Europe",2021-10-24,8589424,73.84,0,0,0
"3361","Belgium","Europe",2021-10-25,8592550,73.87,15842,43,3.697
"3362","Belgium","Europe",2021-10-26,8597111,73.91,5745,25,2.149
"3363","Belgium","Europe",2021-10-27,8603669,73.96,8771,32,2.751
"3364","Belgium","Europe",2021-10-28,8608778,74.01,9195,30,2.579
"3365","Belgium","Europe",2021-10-29,8615109,74.06,8737,18,1.547
"3366","Belgium","Europe",2021-10-30,8621042,74.11,0,0,0
"3367","Belgium","Europe",2021-10-31,8621111,74.11,0,0,0
"3368","Belgium","Europe",2021-11-01,8621427,74.12,0,0,0
"3369","Belgium","Europe",2021-11-02,8625473,74.15,0,0,0
"3370","Belgium","Europe",2021-11-03,8630482,74.19,32708,89,7.651
"3371","Belgium","Europe",2021-11-04,8634756,74.23,10190,22,1.891
"3372","Belgium","Europe",2021-11-05,8640044,74.28,0,0,0
"3373","Belgium","Europe",2021-11-06,8644213,74.31,10915,26,2.235
"3374","Belgium","Europe",2021-11-07,8644614,74.32,0,0,0
"3375","Belgium","Europe",2021-11-08,8647493,74.34,24367,69,5.932
"3376","Belgium","Europe",2021-11-09,8652581,74.38,0,0,0
"3377","Belgium","Europe",2021-11-10,8659392,74.44,24718,61,5.244
"3378","Belgium","Europe",2021-11-11,8660326,74.45,0,0,0
"3379","Belgium","Europe",2021-11-12,8664945,74.49,21164,60,5.158
"3380","Belgium","Europe",2021-11-13,8669261,74.53,0,0,0
"3381","Belgium","Europe",2021-11-14,8669375,74.53,0,0,0
"3382","Belgium","Europe",2021-11-15,8672650,74.56,27762,82,7.049
"3383","Belgium","Europe",2021-11-16,8678055,74.6,12388,41,3.525
"3384","Belgium","Europe",2021-11-17,8684938,74.66,18437,40,3.439
"3385","Belgium","Europe",2021-11-18,8689777,74.7,16699,42,3.611
"3386","Belgium","Europe",2021-11-19,8694637,74.75,21502,42,3.611
"3387","Belgium","Europe",2021-11-20,8699065,74.78,0,0,0
"3388","Belgium","Europe",2021-11-21,8699207,74.78,0,0,0
"3389","Belgium","Europe",2021-11-22,8701352,74.8,42060,101,8.683
"3390","Belgium","Europe",2021-11-23,8706102,74.84,12115,36,3.095
"3391","Belgium","Europe",2021-11-24,8712531,74.9,23350,38,3.267
"3392","Belgium","Europe",2021-11-25,8717029,74.94,20836,50,4.298
"3393","Belgium","Europe",2021-11-26,8721223,74.97,21772,47,4.04
"3394","Belgium","Europe",2021-11-27,8726030,75.02,0,0,0
"3395","Belgium","Europe",2021-11-28,8726281,75.02,0,0,0
"3396","Belgium","Europe",2021-11-29,8728956,75.04,47836,126,10.832
"3397","Belgium","Europe",2021-11-30,8732587,75.07,16566,49,4.212
"3398","Belgium","Europe",2021-12-01,8739364,75.13,20409,57,4.9
"3399","Belgium","Europe",2021-12-02,8742218,75.15,23113,48,4.126
"3400","Belgium","Europe",2021-12-03,8745733,75.18,17910,47,4.04
"3401","Belgium","Europe",2021-12-04,8749954,75.22,0,0,0
"3402","Belgium","Europe",2021-12-05,8750114,75.22,0,0,0
"3403","Belgium","Europe",2021-12-06,8752335,75.24,41439,152,13.067
"3404","Belgium","Europe",2021-12-07,8756402,75.28,10878,41,3.525
"3405","Belgium","Europe",2021-12-08,8762985,75.33,18714,56,4.814
"3406","Belgium","Europe",2021-12-09,8766718,75.37,16029,47,4.04
"3407","Belgium","Europe",2021-12-10,8770609,75.4,15245,41,3.525
"3408","Belgium","Europe",2021-12-11,8774079,75.43,0,0,0
"3409","Belgium","Europe",2021-12-12,8774473,75.43,0,0,0
"3410","Belgium","Europe",2021-12-13,8777483,75.46,29421,127,10.918
"3411","Belgium","Europe",2021-12-14,8780909,75.49,9076,54,4.642
"3412","Belgium","Europe",2021-12-15,8787101,75.54,11851,44,3.783
"3413","Belgium","Europe",2021-12-16,8790887,75.57,0,0,0
"3414","Belgium","Europe",2021-12-17,8794768,75.61,10040,34,2.923
"3415","Belgium","Europe",2021-12-18,8798019,75.63,9604,132,11.348
"3416","Belgium","Europe",2021-12-19,8798324,75.64,0,0,0
"3417","Belgium","Europe",2021-12-20,8800934,75.66,17390,97,8.339
"3418","Belgium","Europe",2021-12-21,8804837,75.69,293,43,3.697
"3419","Belgium","Europe",2021-12-22,8812206,75.76,5838,32,2.751
"3420","Belgium","Europe",2021-12-23,8816272,75.79,7593,43,3.697
"3421","Belgium","Europe",2021-12-24,8816713,75.79,7233,39,3.353
"3422","Belgium","Europe",2021-12-25,8816724,75.79,0,0,0
"3423","Belgium","Europe",2021-12-26,8816736,75.8,0,0,0
"3424","Belgium","Europe",2021-12-27,8818478,75.81,14760,69,5.932
"3425","Belgium","Europe",2021-12-28,8820090,75.82,9965,32,2.751
"3426","Belgium","Europe",2021-12-29,8822128,75.84,12945,17,1.461
"3427","Belgium","Europe",2021-12-30,8823348,75.85,13876,41,3.525
"3428","Belgium","Europe",2021-12-31,8823568,75.85,15686,23,1.977
"3429","Belgium","Europe",2022-01-01,8823574,75.85,0,0,0
"3430","Belgium","Europe",2022-01-02,8823581,75.85,0,0,0
"3431","Belgium","Europe",2022-01-03,8825681,75.87,27941,54,4.642
"3432","Belgium","Europe",2022-01-04,8827941,75.89,18630,22,1.891
"3433","Belgium","Europe",2022-01-05,8832701,75.93,27796,22,1.891
"3434","Belgium","Europe",2022-01-06,8834995,75.95,27282,17,1.461
"3435","Belgium","Europe",2022-01-07,8837118,75.97,24694,13,1.118
"3436","Belgium","Europe",2022-01-08,8839309,75.99,0,0,0
"3437","Belgium","Europe",2022-01-09,8839538,75.99,0,0,0
"3438","Belgium","Europe",2022-01-10,8841122,76,54846,59,5.072
"3439","Belgium","Europe",2022-01-11,8843807,76.03,21311,21,1.805
"3440","Belgium","Europe",2022-01-12,8849515,76.08,39321,27,2.321
"3441","Belgium","Europe",2022-01-13,8851423,76.09,0,0,0
"3442","Belgium","Europe",2022-01-14,8853077,76.11,63567,46,3.954
"3443","Belgium","Europe",2022-01-15,8854360,76.12,0,0,0
"3444","Belgium","Europe",2022-01-16,8854475,76.12,0,0,0
"3445","Belgium","Europe",2022-01-17,8855623,76.13,73296,49,4.212
"3446","Belgium","Europe",2022-01-18,8857248,76.14,37435,34,2.923
"3447","Belgium","Europe",2022-01-19,8859460,76.16,53851,31,2.665
"3448","Belgium","Europe",2022-01-20,8860845,76.17,67448,33,2.837
"3449","Belgium","Europe",2022-01-21,8861873,76.18,54478,21,1.805
"3450","Belgium","Europe",2022-01-22,8862881,76.19,0,0,0
"3451","Belgium","Europe",2022-01-23,8862933,76.19,0,0,0
"3452","Belgium","Europe",2022-01-24,8864078,76.2,133480,55,4.728
"3453","Belgium","Europe",2022-01-25,8865369,76.21,47493,28,2.407
"3454","Belgium","Europe",2022-01-26,8868604,76.24,61227,39,3.353
"3455","Belgium","Europe",2022-01-27,8870008,76.25,68285,36,3.095
"3456","Belgium","Europe",2022-01-28,8871672,76.27,48201,19,1.633
"3457","Belgium","Europe",2022-01-29,8880848,76.35,0,0,0
"3458","Belgium","Europe",2022-01-30,8882770,76.36,0,0,0
"3459","Belgium","Europe",2022-01-31,8883891,76.37,99314,95,8.167
"3460","Belgium","Europe",2022-02-01,8886151,76.39,28962,31,2.665
"3461","Belgium","Europe",2022-02-02,8897723,76.49,45428,49,4.212
"3462","Belgium","Europe",2022-02-03,8899823,76.51,38027,53,4.556
"3463","Belgium","Europe",2022-02-04,8902646,76.53,28382,42,3.611
"3464","Belgium","Europe",2022-02-05,8926843,76.74,0,0,0
"3465","Belgium","Europe",2022-02-06,8934205,76.8,0,0,0
"3466","Belgium","Europe",2022-02-07,8936472,76.82,48795,110,9.456
"3467","Belgium","Europe",2022-02-08,8939495,76.85,19057,92,7.909
"3468","Belgium","Europe",2022-02-09,8959937,77.03,22333,68,5.846
"3469","Belgium","Europe",2022-02-10,8963149,77.05,19616,66,5.674
"3470","Belgium","Europe",2022-02-11,8967779,77.09,15242,61,5.244
"3471","Belgium","Europe",2022-02-12,8995382,77.33,0,0,0
"3472","Belgium","Europe",2022-02-13,9002242,77.39,0,0,0
"3473","Belgium","Europe",2022-02-14,9004150,77.41,26458,100,8.597
"3474","Belgium","Europe",2022-02-15,9006725,77.43,12762,54,4.642
"3475","Belgium","Europe",2022-02-16,9026534,77.6,12714,54,4.642
"3476","Belgium","Europe",2022-02-17,9029070,77.62,11503,54,4.642
"3477","Belgium","Europe",2022-02-18,9031047,77.64,9705,34,2.923
"3478","Belgium","Europe",2022-02-19,9051354,77.81,0,0,0
"3479","Belgium","Europe",2022-02-20,9053638,77.83,0,0,0
"3480","Belgium","Europe",2022-02-21,9055264,77.85,17989,95,8.167
"3481","Belgium","Europe",2022-02-22,9057141,77.86,8356,25,2.149
"3482","Belgium","Europe",2022-02-23,9069803,77.97,8473,36,3.095
"3483","Belgium","Europe",2022-02-24,9073103,78,8634,25,2.149
"3484","Belgium","Europe",2022-02-25,9075053,78.02,6359,20,1.719
"3485","Belgium","Europe",2022-02-26,9083977,78.09,0,0,0
"3486","Belgium","Europe",2022-02-27,9084921,78.1,0,0,0
"3487","Belgium","Europe",2022-02-28,9085655,78.11,13280,58,4.986
"3488","Belgium","Europe",2022-03-01,9086314,78.11,6527,20,1.719
"3489","Belgium","Europe",2022-03-02,9091337,78.16,0,0,0
"3490","Belgium","Europe",2022-03-03,9092613,78.17,7738,18,1.547
"3491","Belgium","Europe",2022-03-04,9093697,78.18,14713,42,3.611
"3492","Belgium","Europe",2022-03-05,9097976,78.21,0,0,0
"3493","Belgium","Europe",2022-03-06,9098054,78.21,0,0,0
"3494","Belgium","Europe",2022-03-07,9098338,78.22,15335,37,3.181
"3495","Belgium","Europe",2022-03-08,9099139,78.22,7495,17,1.461
"3496","Belgium","Europe",2022-03-09,9108955,78.31,0,0,0
"3497","Belgium","Europe",2022-03-10,9109721,78.31,20549,67,5.76
"3498","Belgium","Europe",2022-03-11,9110255,78.32,10381,28,2.407
"3499","Belgium","Europe",2022-03-12,9114734,78.36,0,0,0
"3500","Belgium","Europe",2022-03-13,9115740,78.37,0,0,0
"3501","Belgium","Europe",2022-03-14,9116224,78.37,18032,37,3.181
"3502","Belgium","Europe",2022-03-15,9116797,78.37,0,0,0
"3503","Belgium","Europe",2022-03-16,9121020,78.41,25700,47,4.04
"3504","Belgium","Europe",2022-03-17,9121780,78.42,12275,18,1.547
"3505","Belgium","Europe",2022-03-18,9122252,78.42,0,0,0
"3506","Belgium","Europe",2022-03-19,9124128,78.44,11502,19,1.633
"3507","Belgium","Europe",2022-03-20,9124147,78.44,0,0,0
"3508","Belgium","Europe",2022-03-21,9124780,78.44,21384,46,3.954
"3509","Belgium","Europe",2022-03-22,9125561,78.45,12669,30,2.579
"3510","Belgium","Europe",2022-03-23,9127669,78.47,16162,30,2.579
"3511","Belgium","Europe",2022-03-24,9128049,78.47,13457,27,2.321
"3512","Belgium","Europe",2022-03-25,9128437,78.47,10852,24,2.063
"3513","Belgium","Europe",2022-03-26,9129486,78.48,0,0,0
"3514","Belgium","Europe",2022-03-27,9129538,78.48,0,0,0
"3515","Belgium","Europe",2022-03-28,9129889,78.49,25362,61,5.244
"3516","Belgium","Europe",2022-03-29,9130109,78.49,0,0,0
"3517","Belgium","Europe",2022-03-30,9133255,78.52,0,0,0
"3518","Belgium","Europe",2022-03-31,9133809,78.52,43601,79,6.791
"3519","Belgium","Europe",2022-04-01,9134078,78.52,0,0,0
"3520","Belgium","Europe",2022-04-02,9134364,78.53,0,0,0
"3521","Belgium","Europe",2022-04-03,9134365,78.53,0,0,0
"3522","Belgium","Europe",2022-04-04,9134457,78.53,30475,82,7.049
"3523","Belgium","Europe",2022-04-05,9134564,78.53,0,0,0
"3524","Belgium","Europe",2022-04-06,9134982,78.53,0,0,0
"3525","Belgium","Europe",2022-04-07,9135148,78.53,34209,89,7.651
"3526","Belgium","Europe",2022-04-08,9135286,78.53,0,0,0
"3527","Belgium","Europe",2022-04-09,9135621,78.54,0,0,0
"3528","Belgium","Europe",2022-04-10,9135623,78.54,0,0,0
"3529","Belgium","Europe",2022-04-11,9135741,78.54,28099,82,7.049
"3530","Belgium","Europe",2022-04-12,9135827,78.54,0,0,0
"3531","Belgium","Europe",2022-04-13,9136180,78.54,0,0,0
"3532","Belgium","Europe",2022-04-14,9136328,78.54,29132,86,7.393
"3533","Belgium","Europe",2022-04-15,9136482,78.54,0,0,0
"3534","Belgium","Europe",2022-04-16,9136790,78.55,0,0,0
"3535","Belgium","Europe",2022-04-17,9136790,78.55,0,0,0
"3536","Belgium","Europe",2022-04-18,9136790,78.55,0,0,0
"3537","Belgium","Europe",2022-04-19,9137053,78.55,25759,97,8.339
"3538","Belgium","Europe",2022-04-20,9137646,78.55,0,0,0
"3539","Belgium","Europe",2022-04-21,9137856,78.56,17069,57,4.9
"3540","Belgium","Europe",2022-04-22,9138063,78.56,0,0,0
"3541","Belgium","Europe",2022-04-23,9138507,78.56,0,0,0
"3542","Belgium","Europe",2022-04-24,9138509,78.56,0,0,0
"3543","Belgium","Europe",2022-04-25,9138573,78.56,0,0,0
"3544","Belgium","Europe",2022-04-26,9138700,78.56,20322,63,5.416
"3545","Belgium","Europe",2022-04-27,9139122,78.57,0,0,0
"3546","Belgium","Europe",2022-04-28,9139305,78.57,20335,57,4.9
"3547","Belgium","Europe",2022-04-29,9139463,78.57,0,0,0
"3548","Belgium","Europe",2022-04-30,9139779,78.57,0,0,0
"3549","Belgium","Europe",2022-05-01,9139779,78.57,0,0,0
"3550","Belgium","Europe",2022-05-02,9139808,78.57,14831,55,4.728
"3551","Belgium","Europe",2022-05-03,9139845,78.57,0,0,0
"3552","Belize","North America",2021-05-18,9504,2.35,3,0,0
"3553","Belize","North America",2021-05-19,9668,2.39,8,0,0
"3554","Belize","North America",2021-05-21,10429,2.58,3,0,0
"3555","Belize","North America",2021-05-25,10634,2.63,13,0,0
"3556","Belize","North America",2021-05-27,10952,2.7,5,0,0
"3557","Belize","North America",2021-05-28,11173,2.76,2,1,2.47
"3558","Belize","North America",2021-06-01,11516,2.84,10,1,2.47
"3559","Belize","North America",2021-06-02,11778,2.91,14,0,0
"3560","Belize","North America",2021-06-03,11934,2.95,7,0,0
"3561","Belize","North America",2021-06-04,12270,3.03,21,0,0
"3562","Belize","North America",2021-06-11,16116,3.98,14,0,0
"3563","Belize","North America",2021-06-15,19173,4.74,18,0,0
"3564","Belize","North America",2021-06-16,20329,5.02,5,1,2.47
"3565","Belize","North America",2021-06-17,21256,5.25,0,0,0
"3566","Belize","North America",2021-06-23,26017,6.43,24,0,0
"3567","Belize","North America",2021-07-01,31467,7.77,49,0,0
"3568","Belize","North America",2021-07-02,33024,8.16,43,1,2.47
"3569","Belize","North America",2021-07-05,34194,8.44,48,0,0
"3570","Belize","North America",2021-07-06,35369,8.73,18,0,0
"3571","Belize","North America",2021-07-07,36578,9.03,35,0,0
"3572","Belize","North America",2021-07-08,37473,9.25,32,0,0
"3573","Belize","North America",2021-07-13,39463,9.75,26,0,0
"3574","Belize","North America",2021-07-15,41356,10.21,31,1,2.47
"3575","Belize","North America",2021-07-16,42300,10.45,39,0,0
"3576","Belize","North America",2021-07-19,43153,10.66,89,0,0
"3577","Belize","North America",2021-07-20,43857,10.83,44,0,0
"3578","Belize","North America",2021-07-22,45629,11.27,28,0,0
"3579","Belize","North America",2021-07-23,46596,11.51,24,0,0
"3580","Belize","North America",2021-07-26,48141,11.89,66,1,2.47
"3581","Belize","North America",2021-07-27,49042,12.11,0,0,0
"3582","Belize","North America",2021-07-28,49042,12.11,86,4,9.879
"3583","Belize","North America",2021-07-29,49681,12.27,45,0,0
"3584","Belize","North America",2021-07-30,51220,12.65,49,0,0
"3585","Belize","North America",2021-08-03,52230,12.9,121,1,2.47
"3586","Belize","North America",2021-08-04,53233,13.15,47,0,0
"3587","Belize","North America",2021-08-05,54349,13.42,51,0,0
"3588","Belize","North America",2021-08-06,55143,13.62,56,1,2.47
"3589","Belize","North America",2021-08-09,56330,13.91,61,1,2.47
"3590","Belize","North America",2021-08-10,57498,14.2,79,1,2.47
"3591","Belize","North America",2021-08-11,58476,14.44,94,3,7.409
"3592","Belize","North America",2021-08-12,59379,14.66,66,0,0
"3593","Belize","North America",2021-08-13,60660,14.98,109,0,0
"3594","Belize","North America",2021-08-16,61567,15.2,163,0,0
"3595","Belize","North America",2021-08-17,62199,15.36,98,3,7.409
"3596","Belize","North America",2021-08-18,63048,15.57,74,0,0
"3597","Belize","North America",2021-08-20,64901,16.03,81,1,2.47
"3598","Belize","North America",2021-08-30,69911,17.27,208,3,7.409
"3599","Belize","North America",2021-09-03,75094,18.55,138,1,2.47
"3600","Belize","North America",2021-09-06,76279,18.84,200,1,2.47
